file,algo,n,seed_idx,fidelity,noise_impact,fidelity_se,js,tv,kl,chi_square_p,at_floor,pool_factor,transpile_s,sim_s,error,at_floor_chi_only
vqe_real_amp_indep_none_10_s0.qasm,vqe_real_amp,10,0,0.5301492259121354,0.4698507740878646,0.01617,0.20164,0.43457,3.64008,0.0,False,5.0,0.058,1.368,,False
vqe_real_amp_indep_none_11_s0.qasm,vqe_real_amp,11,0,0.5746016544309814,0.4253983455690185,0.0139,0.1791,0.39355,2.7613,0.0,False,10.0,0.056,2.129,,False
vqe_real_amp_indep_none_12_s0.qasm,vqe_real_amp,12,0,0.323067565252372,0.676932434747628,0.01068,0.31171,0.56836,6.59041,0.0,False,20.0,0.063,3.76,,False
vqe_real_amp_indep_none_3_s0.qasm,vqe_real_amp,3,0,0.9928278594437407,0.0071721405562592,0.00279,0.00343,0.0332,0.01157,0.0,False,1.0,0.048,0.815,,False
vqe_real_amp_indep_none_4_s0.qasm,vqe_real_amp,4,0,0.9746668756688291,0.0253331243311708,0.00509,0.00915,0.04297,0.02742,0.0,False,1.0,0.061,0.697,,False
vqe_real_amp_indep_none_5_s0.qasm,vqe_real_amp,5,0,0.9734805445934565,0.0265194554065435,0.00487,0.01112,0.07031,0.03655,0.0,False,1.0,0.185,0.697,,False
vqe_real_amp_indep_none_6_s0.qasm,vqe_real_amp,6,0,0.9170090676739512,0.0829909323260488,0.00762,0.0358,0.17285,0.12152,0.0,False,1.0,0.064,0.784,,False
vqe_real_amp_indep_none_7_s0.qasm,vqe_real_amp,7,0,0.8882392486273251,0.1117607513726749,0.00958,0.04663,0.18555,0.30976,0.0,False,1.0,0.069,0.821,,False
vqe_real_amp_indep_none_8_s0.qasm,vqe_real_amp,8,0,0.7793104417149306,0.2206895582850694,0.01491,0.09248,0.29785,0.7011,0.0,False,2.0,0.063,0.795,,False
vqe_real_amp_indep_none_9_s0.qasm,vqe_real_amp,9,0,0.7107737518867817,0.2892262481132183,0.01455,0.11915,0.31934,1.58411,0.0,False,3.0,0.058,0.821,,False
vqe_su2_indep_none_10_s0.qasm,vqe_su2,10,0,0.4929017688559859,0.5070982311440141,0.013,0.21776,0.44336,4.4475,0.0,False,5.0,0.057,1.355,,False
vqe_su2_indep_none_11_s0.qasm,vqe_su2,11,0,0.3142160610571068,0.6857839389428931,0.01144,0.31435,0.55957,7.96619,0.0,False,10.0,0.054,2.118,,False
vqe_su2_indep_none_12_s0.qasm,vqe_su2,12,0,0.1421770475649823,0.8578229524350176,0.00625,0.43781,0.69336,12.23927,0.0,False,20.0,0.046,3.624,,False
vqe_su2_indep_none_3_s0.qasm,vqe_su2,3,0,0.9869793217350732,0.0130206782649267,0.00307,0.00616,0.03613,0.02034,0.0,False,1.0,0.048,0.822,,False
vqe_su2_indep_none_4_s0.qasm,vqe_su2,4,0,0.9829371856091405,0.0170628143908595,0.00416,0.00658,0.0498,0.02065,0.0,False,1.0,0.063,0.692,,False
vqe_su2_indep_none_5_s0.qasm,vqe_su2,5,0,0.9876746183146088,0.0123253816853913,0.00429,0.00565,0.06445,0.01989,0.0,False,1.0,0.07,0.777,,False
vqe_su2_indep_none_6_s0.qasm,vqe_su2,6,0,0.9407776295845778,0.0592223704154222,0.00775,0.02492,0.13574,0.08491,0.0,False,1.0,0.061,0.801,,False
vqe_su2_indep_none_7_s0.qasm,vqe_su2,7,0,0.9134271120254632,0.0865728879745368,0.0092,0.03626,0.16992,0.19951,0.0,False,1.0,0.066,0.853,,False
vqe_su2_indep_none_8_s0.qasm,vqe_su2,8,0,0.8197610252840386,0.1802389747159614,0.0151,0.07505,0.25,0.76248,0.0,False,2.0,0.062,0.81,,False
vqe_su2_indep_none_9_s0.qasm,vqe_su2,9,0,0.6676791480842476,0.3323208519157524,0.01292,0.13993,0.36621,2.24143,0.0,False,3.0,0.059,0.842,,False
wstate_indep_none_10_s0.qasm,wstate,10,0,0.618153075810176,0.381846924189824,0.01724,0.15562,0.37793,0.48719,0.0,False,5.0,0.067,0.953,,False
wstate_indep_none_11_s0.qasm,wstate,11,0,0.6125485385015622,0.3874514614984378,0.01668,0.15814,0.38477,0.49469,0.0,False,10.0,0.058,1.497,,False
wstate_indep_none_12_s0.qasm,wstate,12,0,0.523450643060363,0.4765493569396369,0.01759,0.2046,0.46387,0.67146,0.0,False,20.0,0.073,2.614,,False
wstate_indep_none_3_s0.qasm,wstate,3,0,0.9355299103506896,0.0644700896493104,0.0082,0.02288,0.06445,0.06666,0.0,False,1.0,0.052,0.748,,False
wstate_indep_none_4_s0.qasm,wstate,4,0,0.900333702003997,0.099666297996003,0.00908,0.03586,0.09961,0.10505,0.0,False,1.0,0.059,0.76,,False
wstate_indep_none_5_s0.qasm,wstate,5,0,0.8759033748460798,0.1240966251539201,0.00996,0.04507,0.12402,0.13258,0.0,False,1.0,0.058,0.75,,False
wstate_indep_none_6_s0.qasm,wstate,6,0,0.7408953708089371,0.2591046291910629,0.01391,0.09952,0.25879,0.30032,0.0,False,1.0,0.059,0.789,,False
wstate_indep_none_7_s0.qasm,wstate,7,0,0.7302929419937321,0.2697070580062679,0.01318,0.10405,0.26953,0.31455,0.0,False,1.0,0.058,0.798,,False
wstate_indep_none_8_s0.qasm,wstate,8,0,0.6571259124109791,0.3428740875890209,0.0162,0.13684,0.3418,0.42159,0.0,False,2.0,0.058,0.803,,False
wstate_indep_none_9_s0.qasm,wstate,9,0,0.6420826920827579,0.3579173079172421,0.01436,0.14391,0.35645,0.44527,0.0,False,3.0,0.059,0.671,,False
