file,algo,level,target,n,seed_idx,transpile_s,num_qubits,depth,size,num_2q_gates,program_communication,critical_depth,entanglement_ratio,parallelism,liveness,fiedler_topology,spectral_entropy_topology,laplacian_max_eig_topology,spectral_gap_ratio_topology,effective_resistance,log_spanning_trees,laplacian_energy,von_neumann_entropy,fiedler_2q_weighted,spectral_entropy_2q_weighted,gini_2q_multiplicity,edge_weight_mean_2q,edge_weight_max_2q,log_estrada_index,graph_density,graph_diameter,avg_clustering,n_components,max_degree,degree_variance,assortativity,num_triangles,twoq_temporal_locality,gate_entropy,num_unique_gates,depth_per_qubit,fiedler_at_half_depth,time_to_connected,has_2q_interactions
graphstate_indep_none_5_s0.qasm,graphstate,indep,none,5,0,0.027,5.0,42.0,82.0,11.0,0.4,0.9090909090909091,0.13414634146341464,0.23809523809523808,0.44285714285714284,0.5188056959079843,1.135661100788891,4.170086486626033,0.12441125563507048,3.6000000000000005,-2.220446049250313e-16,11.2,1.0650519544690489,1.4572204362897223,1.081202426388204,0.15909090909090917,2.75,4.0,2.4085761750980286,0.4,3.0,0.0,1.0,3.0,0.64,-0.6666666666666666,0.0,11.285714285714286,1.048960145679899,4.0,8.4,0.5188056959079843,0.30952380952380953,1.0
graphstate_indep_none_5_s1.qasm,graphstate,indep,none,5,1,0.017,5.0,44.0,79.0,11.0,0.4,0.9090909090909091,0.13924050632911392,0.19886363636363635,0.4090909090909091,0.5188056959079843,1.135661100788891,4.170086486626033,0.12441125563507048,3.6000000000000005,-2.220446049250313e-16,11.2,1.0650519544690489,1.4572204362897223,1.081202426388204,0.15909090909090917,2.75,4.0,2.4085761750980286,0.4,3.0,0.0,1.0,3.0,0.64,-0.6666666666666666,0.0,9.714285714285714,1.0938633486561569,4.0,8.8,0.0,0.5909090909090909,1.0
graphstate_indep_none_5_s2.qasm,graphstate,indep,none,5,2,0.015,5.0,30.0,67.0,9.0,0.4,0.7777777777777778,0.13432835820895522,0.30833333333333335,0.5066666666666667,0.5188056959079843,1.135661100788891,4.170086486626033,0.12441125563507048,3.6000000000000005,-2.220446049250313e-16,11.2,1.0650519544690489,1.0642146624857376,1.1233033377501709,0.08333333333333326,2.25,3.0,2.4085761750980286,0.4,3.0,0.0,1.0,3.0,0.64,-0.6666666666666666,0.0,9.4,1.0691307863664041,4.0,6.0,0.5188056959079843,0.4,1.0
graphstate_indep_none_6_s0.qasm,graphstate,indep,none,6,0,0.021,6.0,46.0,104.0,15.0,0.3333333333333333,0.7333333333333333,0.14423076923076922,0.25217391304347825,0.4311594202898551,0.2679491924311227,1.378164372501056,3.7320508075688767,0.07179676972449084,5.833333333333333,0.0,11.333333333333332,1.4455645812251086,0.831549113566958,1.3238134434746496,0.15999999999999998,3.0,4.0,2.579830499327949,0.3333333333333333,5.0,0.0,1.0,2.0,0.2222222222222223,-0.250000000000004,0.0,11.2,1.1402752509107952,4.0,7.666666666666667,0.2679491924311227,0.45652173913043476,1.0
graphstate_indep_none_6_s1.qasm,graphstate,indep,none,6,1,0.016,6.0,42.0,99.0,15.0,0.3333333333333333,0.7333333333333333,0.15151515151515152,0.27142857142857146,0.4523809523809524,0.32486912943335394,1.347939041615489,4.214319743377535,0.07708696758091496,5.333333333333333,0.0,13.333333333333332,1.3951890297491643,0.8968275621805384,1.3165134493359882,0.15999999999999998,3.0,4.0,2.595099731867985,0.3333333333333333,4.0,0.0,1.0,3.0,0.5555555555555557,-0.6666666666666673,0.0,9.3,1.058916841391931,4.0,7.0,0.32486912943335394,0.35714285714285715,1.0
graphstate_indep_none_6_s2.qasm,graphstate,indep,none,6,2,0.016,6.0,30.0,92.0,12.0,0.3333333333333333,0.5,0.13043478260869565,0.4133333333333334,0.5777777777777777,0.32486912943335394,1.347939041615489,4.214319743377535,0.07708696758091496,5.333333333333333,0.0,13.333333333333332,1.3951890297491643,0.7479360908215796,1.3328773629160273,0.1,2.4,3.0,2.595099731867985,0.3333333333333333,4.0,0.0,1.0,3.0,0.5555555555555557,-0.6666666666666673,0.0,9.857142857142858,1.0905307781153295,4.0,5.0,0.32486912943335394,0.4,1.0
graphstate_indep_none_7_s0.qasm,graphstate,indep,none,7,0,0.029,7.0,32.0,96.0,13.0,0.23809523809523808,0.5384615384615384,0.13541666666666666,0.3333333333333333,0.48660714285714285,0.0,1.4184836619456567,3.999999999999999,0.0,3.583333333333333,0.5389965007326876,13.714285714285708,1.5168695971527488,0.0,1.3870545272173822,0.15384615384615383,2.6,4.0,2.652221866566406,0.23809523809523808,2.0,0.0,2.0,3.0,0.5306122448979592,-0.8421052631578941,0.0,9.625,1.0920379014696002,4.0,4.571428571428571,0.0,1.0,1.0
graphstate_indep_none_7_s1.qasm,graphstate,indep,none,7,1,0.017,7.0,34.0,117.0,16.0,0.2857142857142857,0.4375,0.13675213675213677,0.40686274509803927,0.5588235294117647,0.22537710049551068,1.5229850055425034,4.228328215946636,0.05330170435812617,7.428571428571431,-1.1102230246251565e-15,15.42857142857143,1.686837436816828,0.533143510488315,1.509805746192898,0.14583333333333334,2.6666666666666665,4.0,2.752227315274452,0.2857142857142857,5.0,0.0,1.0,3.0,0.489795918367347,-0.6666666666666661,0.0,9.1,1.0551480237395567,4.0,4.857142857142857,0.22537710049551068,0.4411764705882353,1.0
graphstate_indep_none_7_s2.qasm,graphstate,indep,none,7,2,0.017,7.0,35.0,115.0,16.0,0.2857142857142857,0.5,0.1391304347826087,0.38095238095238093,0.5346938775510204,0.22537710049551068,1.5229850055425034,4.228328215946636,0.05330170435812617,7.428571428571431,-1.1102230246251565e-15,15.42857142857143,1.686837436816828,0.5826446169454093,1.4909368512864005,0.14583333333333334,2.6666666666666665,4.0,2.752227315274452,0.2857142857142857,5.0,0.0,1.0,3.0,0.489795918367347,-0.6666666666666661,0.0,9.4,1.0574582699901958,4.0,5.0,0.22537710049551068,0.34285714285714286,1.0
graphstate_indep_none_8_s0.qasm,graphstate,indep,none,8,0,0.027,8.0,43.0,121.0,17.0,0.21428571428571427,0.5882352941176471,0.14049586776859505,0.25913621262458475,0.4011627906976744,0.0,1.5810666170270098,4.170086486626033,0.0,4.933333333333334,0.6286086594223743,16.0,1.7634022633782678,8.506225909296946e-16,1.5308640671680491,0.16666666666666666,2.8333333333333335,4.0,2.801812925281448,0.21428571428571427,3.0,0.0,2.0,3.0,0.5,-0.5652173913043472,0.0,8.818181818181818,1.0810619589125996,4.0,5.375,0.0,1.0,1.0
graphstate_indep_none_8_s1.qasm,graphstate,indep,none,8,1,0.024,12.0,42.0,161.0,20.0,0.18181818181818182,0.45,0.12422360248447205,0.25757575757575757,0.35912698412698413,0.26794919243112153,2.1766541697504724,3.9999999999999996,0.0669872981077804,11.916666666666696,2.4849066497879915,24.000000000000007,2.967013978381053,0.32937922328275476,2.0637779664888516,0.2666666666666666,1.6666666666666667,3.0,3.3448042166669105,0.18181818181818182,6.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0230297447939953,4.0,3.5,0.0,0.7857142857142857,1.0
graphstate_indep_none_8_s2.qasm,graphstate,indep,none,8,2,0.027,8.0,30.0,132.0,17.0,0.21428571428571427,0.35294117647058826,0.12878787878787878,0.48571428571428577,0.6208333333333333,9.143828695472718e-17,1.6059484244280329,3.6180339887498953,2.5272920939673364e-17,5.333333333333332,0.6286086594223748,14.000000000000002,1.8007249744798028,0.0,1.5721739652120226,0.16666666666666666,2.8333333333333335,4.0,2.789426373974148,0.21428571428571427,4.0,0.0,2.0,2.0,0.25,-0.4999999999999988,0.0,8.727272727272727,1.0423806919146024,4.0,3.75,9.143828695472718e-17,1.0,1.0
graphstate_indep_none_9_s0.qasm,graphstate,indep,none,9,0,0.026,9.0,29.0,128.0,17.0,0.19444444444444445,0.35294117647058826,0.1328125,0.4267241379310345,0.5555555555555556,0.0,1.7433398959770996,3.7320508075688767,0.0,7.166666666666666,0.693147180559945,16.22222222222222,2.0245666679747605,7.147175576940211e-17,1.7109261220640124,0.13445378151260506,2.4285714285714284,4.0,2.9205381715486025,0.19444444444444445,5.0,0.0,2.0,2.0,0.2469135802469136,-0.3999999999999964,0.0,7.5,1.0205500565007763,4.0,3.2222222222222223,0.0,1.0,1.0
graphstate_indep_none_9_s1.qasm,graphstate,indep,none,9,1,0.023,12.0,40.0,139.0,18.0,0.18181818181818182,0.5555555555555556,0.12949640287769784,0.225,0.32708333333333334,0.26794919243112153,2.1766541697504724,3.9999999999999996,0.0669872981077804,11.916666666666696,2.4849066497879915,24.000000000000007,2.967013978381053,0.2975950958487521,2.0716523501322697,0.25,1.5,3.0,3.3448042166669105,0.18181818181818182,6.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.077337642091833,4.0,3.3333333333333335,0.0,0.65,1.0
graphstate_indep_none_9_s2.qasm,graphstate,indep,none,9,2,0.028,9.0,41.0,138.0,19.0,0.19444444444444445,0.47368421052631576,0.13768115942028986,0.29573170731707316,0.4254742547425474,5.022205648990508e-17,1.7236478146203829,4.170086486626033,1.2043408847987501e-17,6.1,0.7985076962177708,18.22222222222222,1.9939345414198675,5.717510035573759e-16,1.6284103316157847,0.2105263157894737,2.7142857142857144,6.0,2.931399248737893,0.19444444444444445,3.0,0.0,2.0,3.0,0.46913580246913583,-0.5555555555555535,0.0,8.416666666666666,1.0436950656174562,4.0,4.555555555555555,0.0,1.0,1.0
grover_indep_none_10_s0.qasm,grover,indep,none,10,0,6.35,15.0,98374.0,190151.0,29837.0,0.14285714285714285,0.8063813386064282,0.15691213824802394,0.06663854270437311,0.1490827522177269,0.1706758010654371,2.37630837478258,4.600654301860715,0.03709815818945753,18.122222222222227,2.4849066497880004,33.999999999999986,3.366322388445268,1.5281817911942561,1.830104338466446,0.5280289573348527,1989.1333333333334,5595.0,3.573175261045766,0.14285714285714285,8.0,0.0,1.0,3.0,0.26666666666666666,-0.33928571428571724,0.0,29.393635571054926,1.072722059631538,4.0,6558.266666666666,0.1706758010654371,0.19865004980990913,1.0
grover_indep_none_10_s1.qasm,grover,indep,none,10,1,6.767,10.0,96552.0,185719.0,29046.0,0.2,0.8124698753701026,0.15639756836941832,0.10261252428167666,0.22243454304416274,0.16401595888762743,1.8955812715579001,4.556613055162522,0.03599514747072975,13.400000000000004,-1.7763568394002505e-15,23.599999999999984,2.354030291980406,336.1043196063762,1.7270614101520607,0.2771083415578355,3227.3333333333335,5701.0,3.124089205734045,0.2,6.0,0.0,1.0,3.0,0.5600000000000002,-0.4318181818181819,0.0,29.623583703550644,1.0716359395118333,4.0,9655.2,0.16401595888762743,0.0024649929571629796,1.0
grover_indep_none_10_s2.qasm,grover,indep,none,10,2,7.471,15.0,98132.0,187251.0,29611.0,0.14285714285714285,0.8071324845496606,0.1581353370609503,0.0648681659106393,0.14732672998274432,0.17067580106543742,2.3763083747825795,4.600654301860717,0.03709815818945758,18.122222222222206,2.4849066497880066,34.0,3.3663223884452695,1.525028926859313,1.7591125490490223,0.5566129704051422,1974.0666666666666,5396.0,3.5731752610457654,0.14285714285714285,8.0,0.0,1.0,3.0,0.26666666666666666,-0.33928571428571724,0.0,29.46705635896743,1.0868087750096083,4.0,6542.133333333333,0.17067580106543742,0.17416337178494273,1.0
grover_indep_none_11_s0.qasm,grover,indep,none,11,0,14.548,11.0,178652.0,346585.0,53235.0,0.18181818181818182,0.8039823424438809,0.15359868430543733,0.09400006716969303,0.20345292931102213,0.10192403619471051,2.002004012007232,4.495236065445848,0.022673789476415726,17.454545454545432,1.7763568394002505e-15,25.636363636363633,2.5530309295483846,366.7534812901511,1.8580722101691105,0.2392617638771485,5323.5,8438.0,3.219233021606577,0.18181818181818182,8.0,0.0,1.0,3.0,0.5123966942148761,-0.6326530612244871,0.0,33.32819163926726,1.0754471256378644,4.0,16241.09090909091,0.10192403619471051,0.0008732060094485369,1.0
grover_indep_none_11_s1.qasm,grover,indep,none,11,1,12.864,11.0,174312.0,336734.0,52017.0,0.18181818181818182,0.8037180152642406,0.1544750455849424,0.09317889760888523,0.20274565147551518,0.11679328550236816,1.9854347941591268,4.588020165941106,0.025456140400030525,16.181818181818127,6.217248937900877e-15,27.636363636363633,2.5229050789154663,441.2664206344113,1.8280560975279094,0.26679162581463756,5201.7,8688.0,3.2277082414566505,0.18181818181818182,7.0,0.0,1.0,3.0,0.694214876033058,-0.666666666666668,0.0,33.26642567346703,1.0786664027388742,4.0,15846.545454545454,0.11679328550236816,0.0011014732204323282,1.0
grover_indep_none_11_s2.qasm,grover,indep,none,11,2,24.045,11.0,183884.0,359915.0,55862.0,0.18181818181818182,0.7919336937453009,0.1552088687606796,0.09572937286550216,0.2055530067374491,0.10192403619471051,2.002004012007232,4.495236065445848,0.022673789476415726,17.454545454545432,1.7763568394002505e-15,25.636363636363633,2.5530309295483846,563.2307700492942,1.8939148354699507,0.21921162865633176,5586.2,8870.0,3.219233021606577,0.18181818181818182,8.0,0.0,1.0,3.0,0.5123966942148761,-0.6326530612244871,0.0,32.690682518083506,1.0736995611538271,4.0,16716.727272727272,0.10192403619471051,0.001256226751647778,1.0
grover_indep_none_12_s0.qasm,grover,indep,none,12,0,41.276,12.0,330984.0,631629.0,97225.0,0.16666666666666666,0.8039907431216251,0.15392738458810473,0.08257608717147548,0.18350685632336708,0.08615393766395414,2.082933885940775,4.50109120291436,0.019140678066725536,20.333333333333357,1.3322676295501878e-15,29.666666666666647,2.7074631510125085,776.1297499150385,1.9306975029357423,0.2697379555389327,8838.636363636364,15241.0,3.313878391170229,0.16666666666666666,8.0,0.0,1.0,3.0,0.6388888888888891,-0.8082191780821907,0.0,37.25613594749728,1.086718066929459,4.0,27582.0,0.08615393766395414,0.0005951949338940855,1.0
grover_indep_none_12_s1.qasm,grover,indep,none,12,1,49.94,12.0,330067.0,629452.0,96892.0,0.16666666666666666,0.8038228130289394,0.1539307206903783,0.08245846504442488,0.1833829697202891,0.08615393766395414,2.082933885940775,4.50109120291436,0.019140678066725536,20.333333333333357,1.3322676295501878e-15,29.666666666666647,2.7074631510125085,774.4999066634701,1.934595752947938,0.2649397830011297,8808.363636363636,14849.0,3.313878391170229,0.16666666666666666,8.0,0.0,1.0,3.0,0.6388888888888891,-0.8082191780821907,0.0,37.2880337733921,1.0873217452950423,4.0,27505.583333333332,0.08615393766395414,0.0005968485186340955,1.0
grover_indep_none_12_s2.qasm,grover,indep,none,12,2,42.033,12.0,332490.0,652272.0,100362.0,0.16666666666666666,0.7785914987744366,0.15386525866509676,0.08743448196664834,0.1886357484435622,0.07590624308787797,2.097187517723617,4.34998914337042,0.017449754605379304,21.749999999999886,9.325873406851315e-15,27.66666666666667,2.733594809281053,689.8438397457237,1.9364591900756742,0.28124733917763156,9123.818181818182,14470.0,3.3064495181032934,0.16666666666666666,9.0,0.0,1.0,3.0,0.47222222222222227,-0.6296296296296288,0.0,36.25778517403912,1.0790064455195365,4.0,27707.5,0.07590624308787797,0.000631597942795272,1.0
grover_indep_none_3_s0.qasm,grover,indep,none,3,0,0.219,3.0,39.0,61.0,9.0,0.6666666666666666,1.0,0.14754098360655737,0.28205128205128205,0.5982905982905983,0.9999999999999997,0.5623351446188083,3.0,0.3333333333333332,1.3333333333333337,-4.440892098500626e-16,4.666666666666667,0.36620409622270317,4.417424305044161,0.5572388656392306,0.05555555555555558,4.5,5.0,1.8494570055365827,0.6666666666666666,2.0,0.0,1.0,2.0,0.2222222222222222,-1.0,0.0,7.428571428571429,1.1346254536290359,4.0,13.0,0.9999999999999997,0.1794871794871795,1.0
grover_indep_none_4_s0.qasm,grover,indep,none,4,0,0.145,4.0,463.0,721.0,111.0,0.5,1.0,0.1539528432732316,0.18574514038876888,0.44924406047516197,1.0,0.8675632284814614,3.999999999999999,0.25000000000000006,2.2499999999999996,2.220446049250313e-16,8.999999999999995,0.6931471805599456,23.473361632504158,0.8044195144679327,0.21621621621621623,37.0,56.0,2.178059299995943,0.5,2.0,0.0,1.0,3.0,0.75,-1.0,0.0,11.777777777777779,1.0653086264967742,4.0,115.75,1.0,0.047516198704103674,1.0
grover_indep_none_5_s0.qasm,grover,indep,none,5,0,0.212,5.0,1232.0,2076.0,333.0,0.4,0.9129129129129129,0.16040462427745664,0.1712662337662338,0.39107142857142857,0.5188056959079841,1.1356611007888908,4.170086486626034,0.1244112556350704,3.6000000000000014,-6.661338147750939e-16,11.200000000000003,1.0650519544690487,44.537133804086835,1.0867048121439724,0.15540540540540548,83.25,118.0,2.4085761750980286,0.4,3.0,0.0,1.0,3.0,0.64,-0.6666666666666666,0.0,13.872340425531915,1.1189401875945568,4.0,246.4,0.5188056959079841,0.032467532467532464,1.0
grover_indep_none_6_s0.qasm,grover,indep,none,6,0,0.475,6.0,3352.0,5740.0,953.0,0.3333333333333333,0.8866736621196223,0.16602787456445994,0.1424821002386635,0.3327863961813842,0.3248691294333534,1.347939041615489,4.2143197433775335,0.07708696758091486,5.333333333333339,-2.220446049250313e-15,13.333333333333325,1.3951890297491643,43.46260347187016,1.2005629542727574,0.25015739769150047,190.6,343.0,2.595099731867985,0.3333333333333333,4.0,0.0,1.0,3.0,0.5555555555555557,-0.6666666666666673,0.0,16.7542194092827,1.1301511268920796,4.0,558.6666666666666,0.3248691294333534,0.027744630071599045,1.0
grover_indep_none_7_s0.qasm,grover,indep,none,7,0,1.209,7.0,9287.0,17618.0,2792.0,0.2857142857142857,0.8141117478510028,0.15847428766034738,0.14951006783676105,0.3139565290959713,0.26794919243112253,1.4976061105570353,4.414213562373092,0.06070145647576516,6.85714285714286,-1.5543122344752192e-15,17.428571428571406,1.643330759698883,140.99284138737772,1.4378064924114957,0.1723973256924546,465.3333333333333,695.0,2.76510821887129,0.2857142857142857,4.0,0.0,1.0,3.0,0.7755102040816327,-0.8620689655172407,0.0,19.363603732950466,1.0991661997633029,4.0,1326.7142857142858,0.26794919243112253,0.009367933670722516,1.0
grover_indep_none_7_s1.qasm,grover,indep,none,7,1,1.319,7.0,9823.0,19117.0,3062.0,0.2857142857142857,0.7906596995427825,0.16017157503792437,0.15769113305507484,0.3225520280391501,0.2253771004955104,1.5229850055425034,4.228328215946635,0.053301704358126124,7.428571428571437,-1.5543122344752192e-15,15.428571428571427,1.6868374368168282,108.24969408857298,1.4521337767920366,0.1465273241889832,510.3333333333333,702.0,2.752227315274452,0.2857142857142857,5.0,0.0,1.0,3.0,0.489795918367347,-0.6666666666666661,0.0,18.673756544502616,1.0951556489601117,4.0,1403.2857142857142,0.2253771004955104,0.01598289728188944,1.0
grover_indep_none_7_s2.qasm,grover,indep,none,7,2,1.225,7.0,9577.0,18786.0,3016.0,0.2857142857142857,0.7821618037135278,0.1605450867667412,0.16026243430440987,0.3252136815883292,0.2253771004955104,1.5229850055425034,4.228328215946635,0.053301704358126124,7.428571428571437,-1.5543122344752192e-15,15.428571428571427,1.6868374368168282,113.83757728699568,1.45968183672434,0.15185676392572947,502.6666666666667,708.0,2.752227315274452,0.2857142857142857,5.0,0.0,1.0,3.0,0.489795918367347,-0.6666666666666661,0.0,18.52857142857143,1.0975805006590094,4.0,1368.142857142857,0.2253771004955104,0.009084264383418608,1.0
grover_indep_none_8_s0.qasm,grover,indep,none,8,0,2.986,8.0,20718.0,42154.0,6683.0,0.25,0.7635792308843334,0.15853774256298334,0.1478079792588915,0.2946532001158413,0.21368226527104672,1.6483323402287062,4.476346575379799,0.047735862644396936,8.87500000000002,-5.329070518200751e-15,19.499999999999986,1.905253966513246,225.5462725428026,1.5795946817461122,0.1650670143861824,954.7142857142857,1310.0,2.8997691808496393,0.25,5.0,0.0,1.0,3.0,0.6875,-0.6470588235294134,0.0,21.177651288196525,1.0660084949911994,4.0,2589.75,0.21368226527104672,0.009846510280915146,1.0
grover_indep_none_8_s1.qasm,grover,indep,none,8,1,3.203,8.0,21403.0,42676.0,6803.0,0.25,0.7796560341026018,0.15941044146592934,0.14198944073260758,0.2889723403261225,0.21368226527104672,1.6483323402287062,4.476346575379799,0.047735862644396936,8.87500000000002,-5.329070518200751e-15,19.499999999999986,1.905253966513246,236.32116959396794,1.5731014694529903,0.18428844417378887,971.8571428571429,1440.0,2.8997691808496393,0.25,5.0,0.0,1.0,3.0,0.6875,-0.6470588235294134,0.0,21.4156856974691,1.0676864657134733,4.0,2675.375,0.21368226527104672,0.015605288978180629,1.0
grover_indep_none_8_s2.qasm,grover,indep,none,8,2,3.273,8.0,21599.0,45649.0,7270.0,0.25,0.7419532324621733,0.15925869131853929,0.15906821082986644,0.30625839159220336,0.1667170082377566,1.6718744798861984,4.233209543057642,0.03938312208314099,9.875000000000012,-2.6645352591003757e-15,17.499999999999996,1.9464527109138574,166.51726402025307,1.599942053397165,0.15441147573197092,1038.5714285714287,1454.0,2.8879854193082557,0.25,6.0,0.0,1.0,3.0,0.4375,-0.6666666666666642,0.0,20.38083436596448,1.0575066478492667,4.0,2699.875,0.1667170082377566,0.0030556970230103246,1.0
grover_indep_none_9_s0.qasm,grover,indep,none,9,0,7.223,9.0,48235.0,92621.0,14633.0,0.2222222222222222,0.8005877127041618,0.15798792930328975,0.1150253964963201,0.2470635661057554,0.19528739054761488,1.7788635176007732,4.542625101825681,0.042989986223853,10.888888888888882,8.881784197001252e-16,21.55555555555555,2.139554440350598,342.45249990069186,1.6524005405193118,0.22569705460261058,1829.125,2703.0,3.0184407228893617,0.2222222222222222,5.0,0.0,1.0,3.0,0.6172839506172839,-0.4358974358974359,0.0,25.99528205128205,1.0899593018617686,4.0,5359.444444444444,0.19528739054761488,0.0031927023945267957,1.0
grover_indep_none_9_s1.qasm,grover,indep,none,9,1,6.971,9.0,46816.0,89160.0,14056.0,0.2222222222222222,0.8064171883893,0.15764917003140422,0.11305963773069036,0.24496848181058709,0.19528739054761488,1.7788635176007732,4.542625101825681,0.042989986223853,10.888888888888882,8.881784197001252e-16,21.55555555555555,2.139554440350598,273.2324622457926,1.6375381292556288,0.23488190096755834,1757.0,2684.0,3.0184407228893617,0.2222222222222222,5.0,0.0,1.0,3.0,0.6172839506172839,-0.4358974358974359,0.0,26.254342255125284,1.0927559975601255,4.0,5201.777777777777,0.19528739054761488,0.0038448393711551605,1.0
grover_indep_none_9_s2.qasm,grover,indep,none,9,2,6.911,9.0,45464.0,90915.0,14185.0,0.2222222222222222,0.7816002819880155,0.15602485838420502,0.12496425743445363,0.2568576847126909,0.16575681568607806,1.7804558347482198,4.490863615361032,0.03690978615318124,11.333333333333341,-2.220446049250313e-15,21.555555555555557,2.1423852263905028,215.872820917621,1.6564520236868652,0.2233256961579133,1773.125,2755.0,3.017971042051283,0.2222222222222222,6.0,0.0,1.0,3.0,0.6172839506172839,-0.6410256410256411,0.0,25.26437186993017,1.0649712280761237,4.0,5051.555555555556,0.16575681568607806,0.0028594052437093086,1.0
qaoa_indep_none_10_s0.qasm,qaoa,indep,none,10,0,0.612,10.0,578.0,1499.0,268.0,0.2,0.5522388059701493,0.17878585723815876,0.1770472895040369,0.30570934256055365,0.12877293568254147,1.8973300204613868,4.49436830148017,0.02865206566184875,14.200000000000005,-1.7763568394002505e-15,23.6,2.357178040006682,4.403520583887591,1.7789483427447,0.24709784411276953,29.77777777777778,53.0,3.123656873004241,0.2,7.0,0.0,1.0,3.0,0.56,-0.636363636363637,0.0,15.706563706563706,1.1325114134610996,4.0,57.8,0.12877293568254147,0.24740484429065743,1.0
qaoa_indep_none_11_s0.qasm,qaoa,indep,none,11,0,0.255,11.0,605.0,1598.0,282.0,0.18181818181818182,0.5567375886524822,0.17647058823529413,0.1641322314049587,0.28249436513899323,0.15740256987669193,2.000025358757565,4.5702326734036856,0.034440821972301514,15.999999999999995,2.220446049250313e-15,25.636363636363637,2.5494333781853538,5.265456062685847,1.8916273873318639,0.2212765957446809,28.2,46.0,3.2196349344718938,0.18181818181818182,6.0,0.0,1.0,3.0,0.5123966942148761,-0.4285714285714292,0.0,17.91176470588235,1.1356204164735793,4.0,55.0,0.15740256987669193,0.26776859504132233,1.0
qaoa_indep_none_12_s0.qasm,qaoa,indep,none,12,0,0.193,12.0,837.0,2233.0,399.0,0.16666666666666666,0.5488721804511278,0.1786833855799373,0.15162376452699033,0.2620469932297889,0.1260720001971049,2.0937420026824483,4.599378999574971,0.027410657005816488,18.75000000000002,-3.552713678800501e-15,27.666666666666657,2.727278031705577,5.442774496532683,1.9236276437212139,0.29346092503987237,36.27272727272727,67.0,3.3071861964410187,0.16666666666666666,7.0,0.0,1.0,3.0,0.47222222222222227,-0.22222222222222107,0.0,18.556701030927837,1.1277403322588349,4.0,69.75,0.1260720001971049,0.3201911589008363,1.0
qaoa_indep_none_3_s0.qasm,qaoa,indep,none,3,0,0.045,3.0,39.0,66.0,8.0,0.6666666666666666,1.0,0.12121212121212122,0.34615384615384615,0.6324786324786325,0.9999999999999997,0.5623351446188083,3.0,0.3333333333333332,1.3333333333333337,-4.440892098500626e-16,4.666666666666667,0.36620409622270317,3.9999999999999987,0.5623351446188083,0.0,4.0,4.0,1.8494570055365827,0.6666666666666666,2.0,0.0,1.0,2.0,0.2222222222222222,-1.0,0.0,7.5,1.0696393101265618,4.0,13.0,0.9999999999999997,0.3076923076923077,1.0
qaoa_indep_none_4_s0.qasm,qaoa,indep,none,4,0,0.041,4.0,39.0,69.0,8.0,0.3333333333333333,1.0,0.11594202898550725,0.2564102564102564,0.4935897435897436,3.960290235698816e-17,0.5623351446188083,3.0,1.3200967452329386e-17,1.3333333333333337,-0.28768207245178123,6.0,0.5623351446188083,1.5841160942795263e-16,0.5623351446188083,0.0,4.0,4.0,1.9955662121331506,0.3333333333333333,2.0,0.0,2.0,2.0,0.5,-1.0,0.0,7.5,1.0580938169835061,4.0,9.75,3.960290235698816e-17,1.0,1.0
qaoa_indep_none_5_s0.qasm,qaoa,indep,none,5,0,0.23,5.0,119.0,206.0,33.0,0.4,0.8787878787878788,0.16019417475728157,0.1827731092436975,0.4016806722689076,0.5188056959079843,1.135661100788891,4.170086486626033,0.12441125563507048,3.6000000000000005,-2.220446049250313e-16,11.2,1.0650519544690489,3.251661808220793,1.0583862301657458,0.20454545454545459,8.25,13.0,2.4085761750980286,0.4,3.0,0.0,1.0,3.0,0.64,-0.6666666666666666,0.0,12.241379310344827,1.1419323304980589,4.0,23.8,0.5188056959079843,0.15966386554621848,1.0
qaoa_indep_none_6_s0.qasm,qaoa,indep,none,6,0,0.166,6.0,117.0,264.0,43.0,0.3333333333333333,0.6511627906976745,0.16287878787878787,0.2512820512820513,0.4373219373219373,0.32486912943335394,1.347939041615489,4.214319743377535,0.07708696758091496,5.333333333333333,0.0,13.333333333333332,1.3951890297491643,2.268287240721821,1.341402104255633,0.11162790697674421,8.6,11.0,2.595099731867985,0.3333333333333333,4.0,0.0,1.0,3.0,0.5555555555555557,-0.6666666666666673,0.0,9.263157894736842,1.1209950992119693,4.0,19.5,0.32486912943335394,0.2564102564102564,1.0
qaoa_indep_none_7_s0.qasm,qaoa,indep,none,7,0,0.193,7.0,265.0,587.0,100.0,0.2857142857142857,0.68,0.17035775127768313,0.2025157232704403,0.37035040431266847,0.26032269025835353,1.5210554306127202,4.334200531542926,0.06006244712578668,7.142857142857142,-1.5543122344752192e-15,15.428571428571422,1.683529594080057,4.753533936964847,1.4506711486660104,0.17333333333333334,16.666666666666668,24.0,2.7528395371084313,0.2857142857142857,5.0,0.0,1.0,3.0,0.489795918367347,-0.3333333333333326,0.0,13.074468085106384,1.1173223102193277,4.0,37.857142857142854,0.26032269025835353,0.17358490566037735,1.0
