file,algo,level,target,n,seed_idx,num_qubits,depth,size,num_2q_gates,program_communication,critical_depth,entanglement_ratio,parallelism,liveness,fiedler_topology,spectral_entropy_topology,laplacian_max_eig_topology,spectral_gap_ratio_topology,effective_resistance,log_spanning_trees,laplacian_energy,von_neumann_entropy,fiedler_2q_weighted,spectral_entropy_2q_weighted,gini_2q_multiplicity,edge_weight_mean_2q,edge_weight_max_2q,log_estrada_index,graph_density,graph_diameter,avg_clustering,n_components,max_degree,degree_variance,assortativity,num_triangles,twoq_temporal_locality,gate_entropy,num_unique_gates,depth_per_qubit,fiedler_at_half_depth,time_to_connected,has_2q_interactions
graphstate_indep_none_7_s0.qasm,graphstate,indep,none,7,0,7.0,5.0,14.0,7.0,0.3333333333333333,0.42857142857142855,0.5,0.3,0.8,0.0,1.5740973368489726,3.999999999999999,0.0,1.9166666666666667,3.0239031505206864,13.999999999999998,1.761900312578055,0.0,1.5740973368489726,0.0,1.0,1.0,2.925803590945268,0.3333333333333333,2.0,0.42857142857142855,2.0,2.0,0.0,0.0,1.0,0.0,0.6931471805599453,2.0,0.7142857142857143,0.0,1.0,1.0
graphstate_indep_none_7_s1.qasm,graphstate,indep,none,7,1,7.0,6.0,14.0,7.0,0.3333333333333333,0.5714285714285714,0.5,0.22222222222222224,0.6666666666666666,0.7530203962825324,1.6319223595935515,3.8019377358048385,0.1980622641951616,4.000000000000002,1.9459101490553123,14.000000000000005,1.877550358067212,0.7530203962825324,1.6319223595935515,0.0,1.0,1.0,2.8308719029336085,0.3333333333333333,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.8571428571428571,0.0,0.6666666666666666,1.0
graphstate_indep_none_7_s2.qasm,graphstate,indep,none,7,2,7.0,5.0,14.0,7.0,0.3333333333333333,0.42857142857142855,0.5,0.3,0.8,0.7530203962825328,1.6319223595935515,3.801937735804838,0.19806226419516174,4.000000000000001,1.9459101490553123,13.999999999999993,1.8775503580672122,0.7530203962825328,1.6319223595935515,0.0,1.0,1.0,2.830871902933609,0.3333333333333333,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.7142857142857143,0.0,0.8,1.0
graphstate_indep_none_8_s0.qasm,graphstate,indep,none,8,0,8.0,6.0,16.0,8.0,0.2857142857142857,0.5,0.5,0.23809523809523808,0.6666666666666666,0.0,1.7231569723023323,3.618033988749896,0.0,2.666666666666668,3.3366588605245835,16.000000000000004,2.0600195834847743,0.0,1.7231569723023323,0.0,1.0,1.0,3.0263100372137632,0.2857142857142857,2.0,0.375,2.0,2.0,0.0,0.0,1.0,0.0,0.6931471805599453,2.0,0.75,0.0,1.0,1.0
graphstate_indep_none_8_s1.qasm,graphstate,indep,none,8,1,8.0,6.0,16.0,8.0,0.2857142857142857,0.5,0.5,0.23809523809523808,0.6666666666666666,0.5857864376269049,1.7678289216097207,3.9999999999999996,0.14644660940672624,5.25,2.0794415416798357,15.999999999999996,2.149363482099551,0.5857864376269049,1.7678289216097207,0.0,1.0,1.0,2.956842037434439,0.2857142857142857,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.75,0.0,0.6666666666666666,1.0
graphstate_indep_none_8_s2.qasm,graphstate,indep,none,8,2,8.0,5.0,16.0,8.0,0.2857142857142857,0.375,0.5,0.31428571428571433,0.8,4.259456505525259e-16,1.7231569723023326,3.6180339887498962,1.1772848234068103e-16,2.6666666666666665,3.3366588605245853,16.0,2.0600195834847748,4.259456505525259e-16,1.7231569723023326,0.0,1.0,1.0,3.026310037213763,0.2857142857142857,2.0,0.375,2.0,2.0,0.0,0.0,1.0,0.0,0.6931471805599453,2.0,0.625,0.0,1.0,1.0
graphstate_indep_none_9_s0.qasm,graphstate,indep,none,9,0,9.0,5.0,18.0,9.0,0.25,0.3333333333333333,0.5,0.325,0.8,6.448817530054651e-16,1.8498981518685602,3.9999999999999996,1.612204382513663e-16,3.583333333333334,3.5835189384561095,17.999999999999993,2.31350194261723,6.448817530054651e-16,1.8498981518685602,0.0,1.0,1.0,3.127704340555186,0.25,3.0,0.3333333333333333,2.0,2.0,0.0,0.0,1.0,0.0,0.6931471805599453,2.0,0.5555555555555556,0.0,1.0,1.0
graphstate_indep_none_9_s1.qasm,graphstate,indep,none,9,1,9.0,6.0,18.0,9.0,0.25,0.4444444444444444,0.5,0.25,0.6666666666666666,0.4679111137620432,1.8870383859408189,3.879385241571819,0.12061475842818298,6.666666666666671,2.197224577336217,18.000000000000007,2.3877824107617465,0.4679111137620432,1.8870383859408189,0.0,1.0,1.0,3.0688118339050323,0.25,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.6666666666666666,1.0511828370891194e-16,0.6666666666666666,1.0
graphstate_indep_none_9_s2.qasm,graphstate,indep,none,9,2,9.0,6.0,18.0,9.0,0.25,0.4444444444444444,0.5,0.25,0.6666666666666666,9.089662969493214e-16,1.8616495115789498,4.0,2.2724157423733034e-16,3.250000000000001,3.7942399697717613,17.999999999999996,2.337004662038009,9.089662969493214e-16,1.8616495115789498,0.0,1.0,1.0,3.091977366375047,0.25,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6931471805599453,2.0,0.6666666666666666,0.0,1.0,1.0
grover_indep_none_10_s0.qasm,grover,indep,none,10,0,10.0,19.0,27.0,0.0,0.0,0.0,0.0,0.04678362573099415,1.0,9.999999999999993,2.1972245773362196,10.00000000000001,0.9999999999999982,0.8999999999999999,18.420680743952367,90.0,-6.66133814775095e-16,0.0,0.0,0.0,0.0,0.0,9.000531867705241,1.0,1.0,1.0,1.0,9.0,0.0,0.0,120.0,0.0,0.7795536050790828,3.0,1.9,9.999999999999993,0.10526315789473684,0.0
grover_indep_none_10_s1.qasm,grover,indep,none,10,1,10.0,19.0,27.0,0.0,0.0,0.0,0.0,0.04678362573099415,1.0,9.999999999999993,2.1972245773362196,10.00000000000001,0.9999999999999982,0.8999999999999999,18.420680743952367,90.0,-6.66133814775095e-16,0.0,0.0,0.0,0.0,0.0,9.000531867705241,1.0,1.0,1.0,1.0,9.0,0.0,0.0,120.0,0.0,0.7795536050790828,3.0,1.9,9.999999999999993,0.10526315789473684,0.0
grover_indep_none_10_s2.qasm,grover,indep,none,10,2,10.0,19.0,27.0,0.0,0.0,0.0,0.0,0.04678362573099415,1.0,9.999999999999993,2.1972245773362196,10.00000000000001,0.9999999999999982,0.8999999999999999,18.420680743952367,90.0,-6.66133814775095e-16,0.0,0.0,0.0,0.0,0.0,9.000531867705241,1.0,1.0,1.0,1.0,9.0,0.0,0.0,120.0,0.0,0.7795536050790828,3.0,1.9,9.999999999999993,0.10526315789473684,0.0
grover_indep_none_11_s0.qasm,grover,indep,none,11,0,11.0,27.0,36.0,0.0,0.0,0.0,0.0,0.033333333333333326,1.0,10.999999999999995,2.3025850929940455,11.000000000000002,0.9999999999999993,0.9090909090909092,21.581057455185338,109.99999999999999,2.220446049250312e-16,0.0,0.0,0.0,0.0,0.0,10.000212394380382,1.0,1.0,1.0,1.0,10.0,0.0,0.0,165.0,0.0,0.7085815342437357,3.0,2.4545454545454546,10.999999999999995,0.07407407407407407,0.0
grover_indep_none_11_s1.qasm,grover,indep,none,11,1,11.0,27.0,36.0,0.0,0.0,0.0,0.0,0.033333333333333326,1.0,10.999999999999995,2.3025850929940455,11.000000000000002,0.9999999999999993,0.9090909090909092,21.581057455185338,109.99999999999999,2.220446049250312e-16,0.0,0.0,0.0,0.0,0.0,10.000212394380382,1.0,1.0,1.0,1.0,10.0,0.0,0.0,165.0,0.0,0.7085815342437357,3.0,2.4545454545454546,10.999999999999995,0.07407407407407407,0.0
grover_indep_none_11_s2.qasm,grover,indep,none,11,2,11.0,27.0,36.0,0.0,0.0,0.0,0.0,0.033333333333333326,1.0,10.999999999999995,2.3025850929940455,11.000000000000002,0.9999999999999993,0.9090909090909092,21.581057455185338,109.99999999999999,2.220446049250312e-16,0.0,0.0,0.0,0.0,0.0,10.000212394380382,1.0,1.0,1.0,1.0,10.0,0.0,0.0,165.0,0.0,0.7085815342437357,3.0,2.4545454545454546,10.999999999999995,0.07407407407407407,0.0
grover_indep_none_12_s0.qasm,grover,indep,none,12,0,12.0,37.0,47.0,0.0,0.0,0.0,0.0,0.02457002457002456,1.0,11.999999999999991,2.3978952727983707,12.000000000000004,0.999999999999999,0.9166666666666665,24.849066497880003,131.99999999999991,1.3322676295501875e-15,0.0,0.0,0.0,0.0,0.0,11.000084284484638,1.0,1.0,1.0,1.0,11.0,0.0,0.0,220.0,0.0,0.641338449520451,3.0,3.0833333333333335,11.999999999999991,0.05405405405405406,0.0
grover_indep_none_12_s1.qasm,grover,indep,none,12,1,12.0,37.0,47.0,0.0,0.0,0.0,0.0,0.02457002457002456,1.0,11.999999999999991,2.3978952727983707,12.000000000000004,0.999999999999999,0.9166666666666665,24.849066497880003,131.99999999999991,1.3322676295501875e-15,0.0,0.0,0.0,0.0,0.0,11.000084284484638,1.0,1.0,1.0,1.0,11.0,0.0,0.0,220.0,0.0,0.641338449520451,3.0,3.0833333333333335,11.999999999999991,0.05405405405405406,0.0
grover_indep_none_12_s2.qasm,grover,indep,none,12,2,12.0,37.0,47.0,0.0,0.0,0.0,0.0,0.02457002457002456,1.0,11.999999999999991,2.3978952727983707,12.000000000000004,0.999999999999999,0.9166666666666665,24.849066497880003,131.99999999999991,1.3322676295501875e-15,0.0,0.0,0.0,0.0,0.0,11.000084284484638,1.0,1.0,1.0,1.0,11.0,0.0,0.0,220.0,0.0,0.641338449520451,3.0,3.0833333333333335,11.999999999999991,0.05405405405405406,0.0
grover_indep_none_3_s0.qasm,grover,indep,none,3,0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.16666666666666663,1.0,3.0,0.6931471805599453,3.0,1.0,0.6666666666666666,1.0986122886681098,6.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.2109976232381756,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0397207708399179,3.0,1.0,0.0,0.6666666666666666,0.0
grover_indep_none_4_s0.qasm,grover,indep,none,4,0,4.0,4.0,6.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,3.9999999999999964,1.0986122886681096,4.0,0.9999999999999991,0.7500000000000002,2.77258872223978,11.999999999999993,8.881784197001248e-16,0.0,0.0,0.0,0.0,0.0,3.099604568462055,1.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0114042647073518,3.0,1.0,3.9999999999999964,0.5,0.0
grover_indep_none_5_s0.qasm,grover,indep,none,5,0,5.0,5.0,8.0,0.0,0.0,0.0,0.0,0.15000000000000002,1.0,4.9999999999999964,1.3862943611198906,5.000000000000001,0.9999999999999991,0.8000000000000002,4.828313737302301,19.999999999999993,6.661338147750935e-16,0.0,0.0,0.0,0.0,0.0,4.044272763571976,1.0,1.0,1.0,1.0,4.0,0.0,0.0,10.0,0.0,0.9743147528693494,3.0,1.0,4.9999999999999964,0.4,0.0
grover_indep_none_6_s0.qasm,grover,indep,none,6,0,6.0,6.0,10.0,0.0,0.0,0.0,0.0,0.13333333333333336,1.0,6.0,1.6094379124341005,6.0,1.0,0.8333333333333333,7.16703787691222,29.999999999999993,-0.0,0.0,0.0,0.0,0.0,0.0,5.018950997980912,1.0,1.0,1.0,1.0,5.0,0.0,0.0,20.0,0.0,0.9433483923290392,3.0,1.0,6.0,0.3333333333333333,0.0
grover_indep_none_7_s0.qasm,grover,indep,none,7,0,7.0,8.0,13.0,0.0,0.0,0.0,0.0,0.10416666666666667,1.0,6.999999999999996,1.791759469228055,7.000000000000001,0.9999999999999992,0.8571428571428572,9.729550745276565,41.999999999999986,7.771561172376092e-16,0.0,0.0,0.0,0.0,0.0,6.007918608867486,1.0,1.0,1.0,1.0,6.0,0.0,0.0,35.0,0.0,0.9110175397125628,3.0,1.1428571428571428,6.999999999999996,0.25,0.0
grover_indep_none_7_s1.qasm,grover,indep,none,7,1,7.0,8.0,13.0,0.0,0.0,0.0,0.0,0.10416666666666667,1.0,6.999999999999996,1.791759469228055,7.000000000000001,0.9999999999999992,0.8571428571428572,9.729550745276565,41.999999999999986,7.771561172376092e-16,0.0,0.0,0.0,0.0,0.0,6.007918608867486,1.0,1.0,1.0,1.0,6.0,0.0,0.0,35.0,0.0,0.9110175397125628,3.0,1.1428571428571428,6.999999999999996,0.25,0.0
grover_indep_none_7_s2.qasm,grover,indep,none,7,2,7.0,8.0,13.0,0.0,0.0,0.0,0.0,0.10416666666666667,1.0,6.999999999999996,1.791759469228055,7.000000000000001,0.9999999999999992,0.8571428571428572,9.729550745276565,41.999999999999986,7.771561172376092e-16,0.0,0.0,0.0,0.0,0.0,6.007918608867486,1.0,1.0,1.0,1.0,6.0,0.0,0.0,35.0,0.0,0.9110175397125628,3.0,1.1428571428571428,6.999999999999996,0.25,0.0
grover_indep_none_8_s0.qasm,grover,indep,none,8,0,8.0,10.0,16.0,0.0,0.0,0.0,0.0,0.08571428571428573,1.0,7.999999999999994,1.9459101490553135,8.000000000000004,0.9999999999999988,0.8750000000000002,12.476649250079015,55.99999999999997,1.3322676295501875e-15,0.0,0.0,0.0,0.0,0.0,7.003254817690259,1.0,1.0,1.0,1.0,7.0,0.0,0.0,56.0,0.0,0.8815322611881637,3.0,1.25,7.999999999999994,0.2,0.0
grover_indep_none_8_s1.qasm,grover,indep,none,8,1,8.0,10.0,16.0,0.0,0.0,0.0,0.0,0.08571428571428573,1.0,7.999999999999994,1.9459101490553135,8.000000000000004,0.9999999999999988,0.8750000000000002,12.476649250079015,55.99999999999997,1.3322676295501875e-15,0.0,0.0,0.0,0.0,0.0,7.003254817690259,1.0,1.0,1.0,1.0,7.0,0.0,0.0,56.0,0.0,0.8815322611881637,3.0,1.25,7.999999999999994,0.2,0.0
grover_indep_none_8_s2.qasm,grover,indep,none,8,2,8.0,10.0,16.0,0.0,0.0,0.0,0.0,0.08571428571428573,1.0,7.999999999999994,1.9459101490553135,8.000000000000004,0.9999999999999988,0.8750000000000002,12.476649250079015,55.99999999999997,1.3322676295501875e-15,0.0,0.0,0.0,0.0,0.0,7.003254817690259,1.0,1.0,1.0,1.0,7.0,0.0,0.0,56.0,0.0,0.8815322611881637,3.0,1.25,7.999999999999994,0.2,0.0
grover_indep_none_9_s0.qasm,grover,indep,none,9,0,9.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0625,1.0,8.999999999999996,2.0794415416798353,9.0,0.9999999999999996,0.8888888888888888,15.380572041353533,72.0,4.440892098500625e-16,0.0,0.0,0.0,0.0,0.0,8.001321867009315,1.0,1.0,1.0,1.0,8.0,0.0,0.0,84.0,0.0,0.8324075743474855,3.0,1.5555555555555556,8.999999999999996,0.14285714285714285,0.0
grover_indep_none_9_s1.qasm,grover,indep,none,9,1,9.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0625,1.0,8.999999999999996,2.0794415416798353,9.0,0.9999999999999996,0.8888888888888888,15.380572041353533,72.0,4.440892098500625e-16,0.0,0.0,0.0,0.0,0.0,8.001321867009315,1.0,1.0,1.0,1.0,8.0,0.0,0.0,84.0,0.0,0.8324075743474855,3.0,1.5555555555555556,8.999999999999996,0.14285714285714285,0.0
grover_indep_none_9_s2.qasm,grover,indep,none,9,2,9.0,14.0,21.0,0.0,0.0,0.0,0.0,0.0625,1.0,8.999999999999996,2.0794415416798353,9.0,0.9999999999999996,0.8888888888888888,15.380572041353533,72.0,4.440892098500625e-16,0.0,0.0,0.0,0.0,0.0,8.001321867009315,1.0,1.0,1.0,1.0,8.0,0.0,0.0,84.0,0.0,0.8324075743474855,3.0,1.5555555555555556,8.999999999999996,0.14285714285714285,0.0
qaoa_indep_none_10_s0.qasm,qaoa,indep,none,10,0,10.0,26.0,82.0,52.0,0.5777777777777777,0.4423076923076923,0.6341463414634146,0.2393162393162393,0.5153846153846153,2.414367166794298,2.137872987939419,8.767891257508108,0.27536463396792593,1.803662257361512,12.885678555523452,63.59999999999998,2.5439146842305944,4.828734333588596,2.137872987939419,0.0,2.0,2.0,5.464139402173682,0.5777777777777777,3.0,0.5190476190476191,1.0,7.0,1.1600000000000001,-0.13868613138686472,20.0,10.846153846153847,0.8895830305904178,3.0,2.6,2.153921765192165,0.3076923076923077,1.0
qaoa_indep_none_11_s0.qasm,qaoa,indep,none,11,0,11.0,26.0,91.0,58.0,0.5272727272727272,0.39655172413793105,0.6373626373626373,0.25,0.5209790209790209,2.197957410513233,2.2252516420120827,9.46817015673177,0.23214173109790473,2.080499431364483,14.318150772486275,80.1818181818182,2.966984222483087,4.395914821026466,2.2252516420120827,0.0,2.0,2.0,5.670363146955125,0.5272727272727272,3.0,0.5411255411255411,1.0,8.0,2.0165289256198347,-0.19552414605418625,23.0,10.758620689655173,0.8857443791942419,3.0,2.3636363636363638,2.0801565870847085,0.3076923076923077,1.0
qaoa_indep_none_12_s0.qasm,qaoa,indep,none,12,0,12.0,31.0,108.0,72.0,0.5454545454545454,0.3888888888888889,0.6666666666666666,0.22580645161290322,0.4838709677419355,3.00878651122232,2.3435671822422517,9.835460819909706,0.30591210379606215,1.9120837071219072,17.525001650272095,87.99999999999996,3.310846278085181,6.01757302244464,2.3435671822422517,0.0,2.0,2.0,6.233121166572668,0.5454545454545454,2.0,0.5345238095238095,1.0,8.0,1.3333333333333333,-0.23317307692308234,32.0,11.916666666666666,0.8486855577264172,3.0,2.5833333333333335,2.131165071541414,0.3548387096774194,1.0
qaoa_indep_none_3_s0.qasm,qaoa,indep,none,3,0,3.0,7.0,13.0,4.0,0.6666666666666666,1.0,0.3076923076923077,0.4285714285714286,0.8095238095238095,0.9999999999999997,0.5623351446188083,3.0,0.3333333333333332,1.3333333333333337,-4.440892098500626e-16,4.666666666666667,0.36620409622270317,1.9999999999999993,0.5623351446188083,0.0,2.0,2.0,1.8494570055365827,0.6666666666666666,2.0,0.0,1.0,2.0,0.2222222222222222,-1.0,0.0,3.0,1.0579054247036734,3.0,2.3333333333333335,0.9999999999999997,0.42857142857142855,1.0
qaoa_indep_none_4_s0.qasm,qaoa,indep,none,4,0,4.0,7.0,14.0,4.0,0.3333333333333333,1.0,0.2857142857142857,0.3333333333333333,0.6428571428571429,3.960290235698816e-17,0.5623351446188083,3.0,1.3200967452329386e-17,1.3333333333333337,-0.28768207245178123,6.0,0.5623351446188083,7.920580471397632e-17,0.5623351446188083,0.0,2.0,2.0,1.9955662121331506,0.3333333333333333,2.0,0.0,2.0,2.0,0.5,-1.0,0.0,3.0,1.2396593920543857,4.0,1.75,3.960290235698816e-17,1.0,1.0
qaoa_indep_none_5_s0.qasm,qaoa,indep,none,5,0,5.0,10.0,27.0,12.0,0.6,0.5833333333333334,0.4444444444444444,0.42500000000000004,0.78,0.8299135133739667,1.2539556301909534,4.481194304092016,0.18519918063274532,2.0499999999999994,2.079441541679836,15.2,0.9083685428089281,1.6598270267479334,1.2539556301909534,0.0,2.0,2.0,2.900540968446914,0.6,3.0,0.5333333333333333,1.0,3.0,0.64,-0.2857142857142857,2.0,4.0,1.0405805589833304,3.0,2.0,0.8299135133739667,0.4,1.0
qaoa_indep_none_6_s0.qasm,qaoa,indep,none,6,0,6.0,10.0,32.0,14.0,0.4666666666666667,0.5,0.4375,0.44000000000000006,0.7666666666666667,0.4384471871911688,1.4641355958207205,4.56155281280883,0.09611796797792413,3.5000000000000053,2.1972245773362173,15.333333333333336,1.4392880493448728,0.8768943743823376,1.4641355958207205,0.0,2.0,2.0,2.965620805840463,0.4666666666666667,3.0,0.7777777777777778,1.0,3.0,0.2222222222222222,-0.16666666666666508,2.0,4.0,1.0433534269422906,3.0,1.6666666666666667,0.4384471871911688,0.4,1.0
qaoa_indep_none_7_s0.qasm,qaoa,indep,none,7,0,7.0,16.0,45.0,24.0,0.5714285714285714,0.5416666666666666,0.5333333333333333,0.3020833333333333,0.6160714285714286,2.3248691294333548,1.7298375050845147,6.2143197433775335,0.3741148227705724,1.7014285714285713,5.991464547107981,25.71428571428569,1.7063788244293117,4.6497382588667096,1.7298375050845147,0.0,2.0,2.0,3.6935243639249897,0.5714285714285714,2.0,0.2619047619047619,1.0,4.0,0.24489795918367346,0.0,3.0,6.833333333333333,0.9879632545180641,3.0,2.2857142857142856,2.3248691294333548,0.3125,1.0
qaoa_indep_none_8_s0.qasm,qaoa,indep,none,8,0,8.0,20.0,52.0,28.0,0.5,0.6071428571428571,0.5384615384615384,0.2285714285714286,0.5,1.418751619439537,1.8340633760528327,6.853403126682328,0.2070141786809413,2.290047114252061,6.744059186311347,37.999999999999986,2.0345514264511255,2.837503238879074,1.8340633760528327,0.0,2.0,2.0,3.963651237324052,0.5,3.0,0.42083333333333334,1.0,5.0,1.25,-0.400000000000003,5.0,7.857142857142857,0.9839614460010255,3.0,2.5,0.8024096438201007,0.3,1.0
qaoa_indep_none_9_s0.qasm,qaoa,indep,none,9,0,9.0,22.0,63.0,36.0,0.5,0.5277777777777778,0.5714285714285714,0.23295454545454547,0.5,1.7704147849457392,2.0009881746797964,6.968138919291242,0.2540728314190693,2.153093366034288,9.131513591430211,42.00000000000003,2.4587752542396233,3.5408295698914785,2.0009881746797964,0.0,2.0,2.0,4.3386511844091995,0.5,2.0,0.42962962962962964,1.0,5.0,0.6666666666666666,-0.21739130434782675,8.0,9.777777777777779,0.9556998911125343,3.0,2.4444444444444446,1.7704147849457392,0.36363636363636365,1.0
qft_indep_none_10_s0.qasm,qft,indep,none,10,0,10.0,20.0,55.0,45.0,1.0,0.2,0.8181818181818182,0.19444444444444445,0.55,9.999999999999993,2.1972245773362196,10.00000000000001,0.9999999999999982,0.8999999999999999,18.420680743952367,90.0,-6.66133814775095e-16,9.999999999999993,2.1972245773362196,0.0,1.0,1.0,9.00053186770524,1.0,1.0,1.0,1.0,9.0,0.0,0.0,120.0,0.0,0.47413931305783735,2.0,2.0,1.0,0.5,1.0
qft_indep_none_11_s0.qasm,qft,indep,none,11,0,11.0,22.0,66.0,55.0,1.0,0.18181818181818182,0.8333333333333334,0.2,0.5454545454545454,10.999999999999995,2.3025850929940455,11.000000000000002,0.9999999999999993,0.9090909090909092,21.581057455185338,109.99999999999999,2.220446049250312e-16,10.999999999999995,2.3025850929940455,0.0,1.0,1.0,10.000212394380382,1.0,1.0,1.0,1.0,10.0,0.0,0.0,165.0,0.0,0.45056120886630463,2.0,2.0,1.0,0.5,1.0
qft_indep_none_12_s0.qasm,qft,indep,none,12,0,12.0,24.0,78.0,66.0,1.0,0.16666666666666666,0.8461538461538461,0.20454545454545456,0.5416666666666666,11.999999999999991,2.3978952727983707,12.000000000000004,0.999999999999999,0.9166666666666665,24.849066497880003,131.99999999999991,1.3322676295501875e-15,11.999999999999991,2.3978952727983707,0.0,1.0,1.0,11.000084284484638,1.0,1.0,1.0,1.0,11.0,0.0,0.0,220.0,0.0,0.4293230219306162,2.0,2.0,1.0,0.5,1.0
qft_indep_none_3_s0.qasm,qft,indep,none,3,0,3.0,6.0,6.0,3.0,1.0,0.6666666666666666,0.5,0.0,0.6666666666666666,3.0,0.6931471805599453,3.0,1.0,0.6666666666666666,1.0986122886681098,6.0,-0.0,3.0,0.6931471805599453,0.0,1.0,1.0,2.2109976232381756,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.6931471805599453,2.0,2.0,0.9999999999999997,0.5,1.0
qft_indep_none_4_s0.qasm,qft,indep,none,4,0,4.0,8.0,10.0,6.0,1.0,0.5,0.6,0.08333333333333333,0.625,3.9999999999999964,1.0986122886681096,4.0,0.9999999999999991,0.7500000000000002,2.77258872223978,11.999999999999993,8.881784197001248e-16,3.9999999999999964,1.0986122886681096,0.0,1.0,1.0,3.099604568462055,1.0,1.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,0.6730116670092565,2.0,2.0,1.0,0.5,1.0
qft_indep_none_5_s0.qasm,qft,indep,none,5,0,5.0,10.0,15.0,10.0,1.0,0.4,0.6666666666666666,0.125,0.6,4.9999999999999964,1.3862943611198906,5.000000000000001,0.9999999999999991,0.8000000000000002,4.828313737302301,19.999999999999993,6.661338147750935e-16,4.9999999999999964,1.3862943611198906,0.0,1.0,1.0,4.044272763571976,1.0,1.0,1.0,1.0,4.0,0.0,0.0,10.0,0.0,0.6365141682948128,2.0,2.0,1.0,0.5,1.0
qft_indep_none_6_s0.qasm,qft,indep,none,6,0,6.0,12.0,21.0,15.0,1.0,0.3333333333333333,0.7142857142857143,0.15,0.5833333333333334,6.0,1.6094379124341005,6.0,1.0,0.8333333333333333,7.16703787691222,29.999999999999993,-0.0,6.0,1.6094379124341005,0.0,1.0,1.0,5.018950997980912,1.0,1.0,1.0,1.0,5.0,0.0,0.0,20.0,0.0,0.5982695885852573,2.0,2.0,1.0000000000000002,0.5,1.0
qft_indep_none_7_s0.qasm,qft,indep,none,7,0,7.0,14.0,28.0,21.0,1.0,0.2857142857142857,0.75,0.16666666666666666,0.5714285714285714,6.999999999999996,1.791759469228055,7.000000000000001,0.9999999999999992,0.8571428571428572,9.729550745276565,41.999999999999986,7.771561172376092e-16,6.999999999999996,1.791759469228055,0.0,1.0,1.0,6.007918608867486,1.0,1.0,1.0,1.0,6.0,0.0,0.0,35.0,0.0,0.5623351446188083,2.0,2.0,0.9999999999999999,0.5,1.0
qft_indep_none_8_s0.qasm,qft,indep,none,8,0,8.0,16.0,36.0,28.0,1.0,0.25,0.7777777777777778,0.17857142857142858,0.5625,7.999999999999994,1.9459101490553135,8.000000000000004,0.9999999999999988,0.8750000000000002,12.476649250079015,55.99999999999997,1.3322676295501875e-15,7.999999999999994,1.9459101490553135,0.0,1.0,1.0,7.003254817690259,1.0,1.0,1.0,1.0,7.0,0.0,0.0,56.0,0.0,0.5297061990576545,2.0,2.0,1.0,0.5,1.0
qft_indep_none_9_s0.qasm,qft,indep,none,9,0,9.0,18.0,45.0,36.0,1.0,0.2222222222222222,0.8,0.1875,0.5555555555555556,8.999999999999996,2.0794415416798353,9.0,0.9999999999999996,0.8888888888888888,15.380572041353533,72.0,4.440892098500625e-16,8.999999999999996,2.0794415416798353,0.0,1.0,1.0,8.001321867009315,1.0,1.0,1.0,1.0,8.0,0.0,0.0,84.0,0.0,0.5004024235381879,2.0,2.0,1.0,0.5,1.0
qftentangled_indep_none_10_s0.qasm,qftentangled,indep,none,10,0,10.0,22.0,65.0,54.0,1.0,0.18518518518518517,0.8307692307692308,0.21717171717171718,0.5863636363636363,9.999999999999993,2.1972245773362196,10.00000000000001,0.9999999999999982,0.8999999999999999,18.420680743952367,90.0,-6.66133814775095e-16,10.097886967409694,2.191031919713593,0.13333333333333333,1.2,2.0,9.000531867705241,1.0,1.0,1.0,1.0,9.0,0.0,0.0,120.0,6.0,0.8289767893345228,3.0,2.2,0.6417674781093123,0.45454545454545453,1.0
qftentangled_indep_none_11_s0.qasm,qftentangled,indep,none,11,0,11.0,24.0,77.0,65.0,1.0,0.16923076923076924,0.8441558441558441,0.22083333333333335,0.5795454545454546,10.999999999999995,2.3025850929940455,11.000000000000002,0.9999999999999993,0.9090909090909092,21.581057455185338,109.99999999999999,2.220446049250312e-16,11.081014052771003,2.297244951677755,0.1258741258741258,1.1818181818181819,2.0,10.000212394380382,1.0,1.0,1.0,1.0,10.0,0.0,0.0,165.0,6.5,0.7951293710071596,3.0,2.1818181818181817,0.6293197297103373,0.4583333333333333,1.0
